source,title,authors,DOI,issue year,type,number of citations,link
springerlink,Fuzzy portfolio selection using genetic algorithm,Ning HanYinnan ChenLingjuan YeXinchao Zhao,10.1007/s12293-024-00405-7,2024,Article,,http://link.springer.com/article/10.1007/s12293-024-00405-7
springerlink,A DEA-based MOEA/D algorithm for portfolio optimization,Rahib H. AbiyevMustafa Menekay,10.1007/s00500-007-0157-z,2007,Article,,http://link.springer.com/article/10.1007/s00500-007-0157-z
springerlink,A new efficiently encoded multiobjective algorithm for the solution of the cardinality constrained portfolio optimization problem,Zhongbao ZhouXianghui LiuHelu XiaoShijian WuYueyue Liu,10.1007/s10586-018-2316-7,2019,Article,,http://link.springer.com/article/10.1007/s10586-018-2316-7
springerlink,Extreme Reactive Portfolio (XRP): Tuning an Algorithm Population for Global Optimization,K. LiagkourasK. Metaxiotis,10.1007/s10479-016-2377-z,2018,Article,,http://link.springer.com/article/10.1007/s10479-016-2377-z
springerlink,Mean-variance-skewness portfolio optimization under uncertain environment using improved genetic algorithm,Mauro BrunatoRoberto Battiti,10.1007/978-3-319-50349-3_5,2016,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-50349-3_5
springerlink,An improved probability-based discrete particle swarm optimization algorithm for solving the product portfolio planning problem,Sunil Kumar MittalNamita Srivastava,10.1007/s10462-021-09966-2,2021,Article,,http://link.springer.com/article/10.1007/s10462-021-09966-2
springerlink,Epoch-Based Application of Problem-Aware Operators in a Multiobjective Memetic Algorithm for Portfolio Optimization,Xiaojie LiuAn-Da Li,10.1007/s00500-023-08530-0,2024,Article,,http://link.springer.com/article/10.1007/s00500-023-08530-0
springerlink,Adaptive immune genetic algorithm for weapon system portfolio optimization in military big data environment,Feijoo Colomine DuránCarlos CottaAntonio J. Fernández-Leiva,10.1007/978-3-031-30229-9_14,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-3-031-30229-9_14
springerlink,Passive Aggressive Algorithm for Online Portfolio Selection with Piecewise Loss Function,Shanliang YangMei YangSong WangKedi Huang,10.1007/s10586-016-0596-3,2016,Article,,http://link.springer.com/article/10.1007/s10586-016-0596-3
springerlink,Handling Model Risk in Portfolio Selection Using Multi-Objective Genetic Algorithm,Li GaoWeiguo ZhangQiang Tang,10.1007/978-3-642-53917-6_32,2013,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-53917-6_32
springerlink,A Hybrid Fuzzy-SCOOT Algorithm to Optimize Possibilistic Mean Semi-absolute Deviation Model for Optimal Portfolio Selection,Prisadarng SkolpadungketKeshav DahalNapat Harnpornchai,10.1057/978-1-137-48880-0_10,2016,Chapter,,http://link.springer.com/chapter/10.1057/978-1-137-48880-0_10
springerlink,Genetic algorithm-based multi-criteria project portfolio selection,Jagdish Kumar PahadeManoj Jha,10.1007/s40815-022-01251-w,2022,Article,,http://link.springer.com/article/10.1007/s40815-022-01251-w
springerlink,Solution to the Unconstrained Portfolio Optimisation Problem Using a Genetic Algorithm,Lean YuShouyang WangFenghua WenKin Keung Lai,10.1007/s10479-010-0819-6,2012,Article,,http://link.springer.com/article/10.1007/s10479-010-0819-6
springerlink,Long-Short Portfolio Optimization Under Cardinality Constraints by Difference of Convex Functions Algorithm,Het ShahMillie Pant,10.1007/978-981-19-6525-8_36,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-981-19-6525-8_36
springerlink,A Novel Hybrid Algorithm for Mean-CVaR Portfolio Selection with Real-World Constraints,Hoai An Le ThiMahdi Moeini,10.1007/s10957-012-0197-0,2014,Article,,http://link.springer.com/article/10.1007/s10957-012-0197-0
springerlink,Algorithm portfolios for noisy optimization,Quande QinLi LiShi Cheng,10.1007/978-3-319-11897-0_38,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-11897-0_38
springerlink,Fund of Hedge Funds Portfolio Optimisation Using a Global Optimisation Algorithm,Marie-Liesse CauwetJialin LiuBaptiste RozièreOlivier Teytaud,10.1007/s10472-015-9486-2,2016,Article,,http://link.springer.com/article/10.1007/s10472-015-9486-2
springerlink,Enhanced index tracking problem: a new optimization model and a sum-of-ratio based algorithm,Bernard MinskyM. ObradovicQ. TangRishi Thapar,10.1007/978-94-007-1192-1_34,2011,Chapter,,http://link.springer.com/chapter/10.1007/978-94-007-1192-1_34
springerlink,Research on Optimization Algorithm of Digital Supply Chain Finance in Science and Technology Enterprises,F. HooshmandZ. Rasouli,10.1007/s12597-023-00658-9,2023,Article,,http://link.springer.com/article/10.1007/s12597-023-00658-9
springerlink,Online Black-Box Algorithm Portfolios for Continuous Optimization,Xiaojie RenXiaoyi Wang,10.1007/978-981-16-5854-9_32,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-981-16-5854-9_32
springerlink,Portfolio selection with divisible and indivisible assets: Mathematical algorithm and economic analysis,Petr BaudišPetr Pošík,10.1007/978-3-319-10762-2_4,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-10762-2_4
springerlink,A constrained swarm optimization algorithm for large-scale long-run investments using Sharpe ratio-based performance measures,Rafael Lazimy,10.1007/s10479-006-0141-5,2007,Article,,http://link.springer.com/article/10.1007/s10479-006-0141-5
springerlink,On the application of an Augmented Lagrangian algorithm to some portfolio problems,Massimiliano KaucicFilippo PiccottoGabriele Sbaiz,10.1007/s10287-023-00483-x,2023,Article,,http://link.springer.com/article/10.1007/s10287-023-00483-x
springerlink,Algorithm Unions for Solving Discrete Optimization Problems,E. G. BirginJ. M. Martínez,10.1007/s13675-015-0052-9,2016,Article,,http://link.springer.com/article/10.1007/s13675-015-0052-9
springerlink,Genetic Algorithm-Based Combination of Predictions,I. V. SergienkoV. P. ShyloV. O. Roshchyn,10.1007/s10559-023-00611-0,2023,Article,,http://link.springer.com/article/10.1007/s10559-023-00611-0
springerlink,Applications of Genetic Algorithm for Artificial Neural Network Model Discovery and Performance Surface Optimization in Finance,Thomas BarrauRaphael Douady,10.1007/978-3-030-97319-3_7,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-97319-3_7
springerlink,Algorithm portfolio selection as a bandit problem with unbounded losses,Serge Hayward,10.1007/11539087_161,2005,Chapter,,http://link.springer.com/chapter/10.1007/11539087_161
springerlink,A Reference Point-Based Evolutionary Algorithm for Many-Objective Fuzzy Portfolio Selection,Matteo GaglioloJürgen Schmidhuber,10.1007/s10472-011-9228-z,2011,Article,,http://link.springer.com/article/10.1007/s10472-011-9228-z
springerlink,Dual Population Genetic Algorithm for the Cardinality Constrained Portfolio Selection Problem,Jian ChenXiaoliang MaYiwen SunZexuan Zhu,10.1007/978-981-15-3425-6_10,2020,Chapter,,http://link.springer.com/chapter/10.1007/978-981-15-3425-6_10
springerlink,Algorithm for cardinality-constrained quadratic optimization,Nasser R. SabarAndy Song,10.1007/978-3-319-13563-2_59,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-13563-2_59
springerlink,A novel hybrid heuristic algorithm for a new uncertain mean-variance-skewness portfolio selection model with real constraints,Dimitris BertsimasRomy Shioda,10.1007/s10589-007-9126-9,2009,Article,,http://link.springer.com/article/10.1007/s10589-007-9126-9
springerlink,Handling of Synergy into an Algorithm for Project Portfolio Selection,Wei ChenYun WangPankaj GuptaMukesh Kumar Mehlawat,10.1007/s10489-017-1124-8,2018,Article,,http://link.springer.com/article/10.1007/s10489-017-1124-8
springerlink,Memetic Algorithm for Solving the Problem of Social Portfolio Using Outranking Model,Gilberto RiveraClaudia G. GómezEduardo R. FernándezLaura CruzOscar CastilloSamantha S. Bastiani,10.1007/978-3-642-33021-6_33,2013,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-33021-6_33
springerlink,LR-NIMBUS: an interactive algorithm for uncertain multiobjective optimization with lightly robust efficient solutions,Claudia G. Gómez S.Eduardo R. Fernández GonzalezLaura Cruz ReyesS. Samantha Bastiani M.Gilberto Rivera Z.Victoria Ruız M.,10.1007/978-3-642-33021-6_27,2013,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-33021-6_27
springerlink,Compromise Approach-Based Genetic Algorithm for Constrained Multiobjective Portfolio Selection Model,Javad KoushkiKaisa MiettinenMajid Soleimani-damaneh,10.1007/s10898-021-01118-8,2022,Article,,http://link.springer.com/article/10.1007/s10898-021-01118-8
springerlink,An Algorithm for Constructing an Efficient Investment Portfolio,Jun Li,10.1007/978-3-642-02298-2_104,2009,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-02298-2_104
springerlink,Algorithm Portfolios for Noisy Optimization: Compare Solvers Early,Vera IvanyukDmitry Berzin,10.1007/978-3-030-63322-6_39,2020,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-63322-6_39
springerlink,An Efficient Adaptive Real Coded Genetic Algorithm to Solve the Portfolio Choice Problem Under Cumulative Prospect Theory,Marie-Liesse CauwetJialin LiuOlivier Teytaud,10.1007/978-3-319-09584-4_1,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-09584-4_1
springerlink,Robust Optimization of Stock Portfolio Index IDX 30 Using Monte Carlo Simulation in Insurance Company,Shofiayumna Felisya PutriGunardi,10.1007/978-981-99-2850-7_10,2023,Chapter,,http://link.springer.com/chapter/10.1007/978-981-99-2850-7_10
springerlink,Optimization Problems in the Simulation of Multifactor Portfolio Credit Risk,Wanmo KangKyungsik Lee,10.1007/11751595_82,2006,Chapter,,http://link.springer.com/chapter/10.1007/11751595_82
springerlink,"Reflections on Portfolio Insurance, Portfolio Theory, and Market Simulation with Harry Markowitz",Bruce I. JacobsKenneth N. Levy,10.1007/978-0-387-77439-8_19,2010,Chapter,,http://link.springer.com/chapter/10.1007/978-0-387-77439-8_19
springerlink,Advances in Modeling and Simulation,Zdravko BotevAlexander KellerChristiane LemieuxBruno Tuffin,10.1007/978-3-031-10193-9,2022,Book,,http://link.springer.com/book/10.1007/978-3-031-10193-9
springerlink,Integrated simulation and optimization models for tracking international fixed income indices,Andrea ConsiglioStavros A. Zenios,10.1007/PL00011401,2001,Article,,http://link.springer.com/article/10.1007/PL00011401
springerlink,Portfolio Optimization for US-Based Equity Instruments Using Monte-Carlo Simulation,Ayan MukherjeeAshish Kumar SinghPradeep Kumar MallickSasmita Rani Samanta,10.1007/978-981-16-8763-1_57,2022,Chapter,,http://link.springer.com/chapter/10.1007/978-981-16-8763-1_57
springerlink,Dynamic portfolio choice: a simulation-and-regression approach,Michel DenaultErick DelageJean-Guy Simonato,10.1007/s11081-017-9347-4,2017,Article,,http://link.springer.com/article/10.1007/s11081-017-9347-4
springerlink,Sensitivity of optimal portfolio problems to time-varying parameters: simulation analysis,Zhanar BimuratDarkhan U. AbdibekovDulat N. ShukayevYekaterina R. KimMalik D. Shukayev,10.1057/s41260-019-00132-6,2019,Article,,http://link.springer.com/article/10.1057/s41260-019-00132-6
springerlink,BEKK Element-by-Element Estimation of a Volatility Matrix. A Portfolio Simulation,Alessia NaccaratoAndrea Pierini,10.1007/978-3-319-05014-0_34,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-05014-0_34
springerlink,Combining Mathematical Programming and Monte Carlo Simulation to Deal with Uncertainty in Energy Project Portfolio Selection,George MavrotasOlena Pechak,10.1007/978-1-4471-5143-2_16,2013,Chapter,,http://link.springer.com/chapter/10.1007/978-1-4471-5143-2_16
springerlink,"Modeling, Simulation and Optimization",Biplab DasRipon PatgiriSivaji BandyopadhyayValentina Emilia Balas,10.1007/978-981-19-0836-1,2022,Book,,http://link.springer.com/book/10.1007/978-981-19-0836-1
springerlink,Selecting security control portfolios: a multi-objective simulation-optimization approach,Elmar KieslingAndreas EkelhartBernhard GrillChristine StraussChristian Stummer,10.1007/s40070-016-0055-7,2016,Article,,http://link.springer.com/article/10.1007/s40070-016-0055-7
springerlink,Sensitivity of Bond Portfolio's Behavior with Respect to Random Movements in Yield Curve: A Simulation Study,Marida BertocchiVittorio MoriggiaJitka Dupačová,10.1023/A:1019227901758,2000,Article,,http://link.springer.com/article/10.1023/A%3A1019227901758
springerlink,On the Modeling and Simulation of Portfolio Allocation Schemes: an Approach Based on Network Community Detection,Stefano Ferretti,10.1007/s10614-022-10288-w,2023,Article,,http://link.springer.com/article/10.1007/s10614-022-10288-w
springerlink,Strategic optimization of powertrain technology portfolios by means of market simulation,Nils Robert NeumannJan BavendiekLutz Eckstein,10.1007/978-3-658-19224-2_1,2017,Chapter,,http://link.springer.com/chapter/10.1007/978-3-658-19224-2_1
springerlink,Mathematical Modeling and Simulation of Systems,Prof. Dr. Serhiy ShkarletProf. Anatoliy MorozovProf. Alexander PalaginProf. Dmitri VinnikovAssoc. Prof. Nikolai StoianovDr. Mark ZhelezniakProf. Volodymyr Kazymyr,10.1007/978-3-030-89902-8,2022,Book,,http://link.springer.com/book/10.1007/978-3-030-89902-8
springerlink,Dynamic Simulation of Pension Funds’ Portfolio,Marius LiutvinaviciusVirgilijus Sakalauskas,10.1007/978-3-642-34228-8_8,2012,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-34228-8_8
springerlink,Modeling with Optimization and Simulation,Allen HolderJoseph Eichholz,10.1007/978-3-030-15679-4_12,2019,Chapter,,http://link.springer.com/chapter/10.1007/978-3-030-15679-4_12
springerlink,Simulation Results,Arindam ChaudhuriSoumya K. Ghosh,10.1007/978-3-319-26039-6_7,2016,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-26039-6_7
springerlink,Copula Based Volatility Models and Extreme Value Theory for Portfolio Simulation with an Application to Asian Stock Markets,Apiwat AyusukSongsak Sriboonchitta,10.1007/978-3-319-27284-9_17,2016,Chapter,,http://link.springer.com/chapter/10.1007/978-3-319-27284-9_17
springerlink,Neo-Simulation and Gaming Toward Active Learning,Ryoju HamadaSongsri SoranastapornHidehiko KanegaePongchai DumrongrojwatthanaSettachai ChaisanitPaola RizziVinod Dumblekar,10.1007/978-981-13-8039-6,2019,Book,,http://link.springer.com/book/10.1007/978-981-13-8039-6
springerlink,Evaluation of Portfolio of Financial and Insurance Instruments: Simulation of Uncertainty,Piotr NowakMaciej RomaniukTatiana Ermolieva,10.1007/978-3-642-22884-1_17,2012,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-22884-1_17
springerlink,The impact of different governance arrangements on IT project portfolio selection outcomes – A quantitative modeling approach and simulation studies,Thorsten Frey,10.1007/978-3-658-05661-2_5,2014,Chapter,,http://link.springer.com/chapter/10.1007/978-3-658-05661-2_5
springerlink,Allocation of Economic Capital in Banking: A Simulation Approach,H.-P. BurghofJ. Müller,10.1007/978-3-642-23869-7_39,2012,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-23869-7_39
springerlink,"Rebalancing versus buy and hold: theory, simulation and empirical analysis",Jimmy E. HilliardJitka Hilliard,10.1007/s11156-017-0621-5,2018,Article,,http://link.springer.com/article/10.1007/s11156-017-0621-5
springerlink,"Advances in Design, Simulation and Manufacturing",Vitalii IvanovYiming RongJustyna TrojanowskaJoachim VenusOleksandr LiaposhchenkoJozef ZajacIvan PavlenkoMilan EdlDragan Perakovic,10.1007/978-3-319-93587-4,2019,Book,,http://link.springer.com/book/10.1007/978-3-319-93587-4
springerlink,"Advances in Design, Simulation and Manufacturing IV",Vitalii IvanovDr. Justyna TrojanowskaIvan PavlenkoJozef ZajacDragan Peraković,10.1007/978-3-030-77719-7,2021,Book,,http://link.springer.com/book/10.1007/978-3-030-77719-7
springerlink,Neural Network Based Multiagent System for Simulation of Investing Strategies,Darius PlikynasRimvydas Aleksiejūnas,10.1007/978-3-540-75119-9_12,2007,Chapter,,http://link.springer.com/chapter/10.1007/978-3-540-75119-9_12
springerlink,A simulation-based methodology for evaluating hedge fund investments,Marat MolybogaChristophe L’ Ahelec,10.1057/jam.2016.3,2016,Article,,http://link.springer.com/article/10.1057/jam.2016.3
springerlink,Analyse des Risikos bei „Emerging Markets“-Investments durch Simulation des Portfolio Management-Prozesses,Thorsten PoddigHubert Dicht,10.1007/978-3-642-57656-0_10,2000,Chapter,,http://link.springer.com/chapter/10.1007/978-3-642-57656-0_10
